control_for,Continent,functional_biome,control_within_dist,unique_id,nitrogen_depo,functional_biome_num,olson_biome_num,climatic_region_num,elevation,MaxTemp,BurnedAreaMean,human_modification,MAT,MAP,EVI,climatic_region,olson_biome,land_cover
Colombia_555555693,South America,THN,100k,Colombia_555555693_control,955.3291015625,24,1,15,2400.38452148438,21.139518737793,0,0.236768484115601,14.3371915817261,285.332946777344,3928.08740234375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Colombia_555555766,South America,SMD,100k,Colombia_555555766_control,725.21728515625,8,13,3,91.7913665771484,33.4544563293457,0,0.467861890792847,27.7314147949219,85.6313018798828,4690.82080078125,Tropical,Deserts & Xeric Shrublands,OpenForestOther
Colombia_555555778,South America,THD,100k,Colombia_555555778_control,649.024108886719,12,7,2,229.283889770508,34.4655952453613,0.136337846517563,0.155923739075661,26.3056945800781,323.576934814453,3327.31518554688,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Colombia_555555786,South America,THN,100k,Colombia_555555786_control,907.46044921875,24,1,1,1515.27905273438,29.7985038757324,0.00876520667225123,0.247710585594177,21.0870990753174,259.511962890625,4624.2578125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Colombia_555555797,South America,THN,100k,Colombia_555555797_control,917.48828125,24,1,15,2145.67602539063,23.9432163238525,0,0.387216597795486,16.1192722320557,127.147048950195,2066.42626953125,Temperate,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
United States of America_555556108,North America,SLB,100k,United States of America_555556108_control,211.473999023438,13,13,7,2065.40234375,30.0407886505127,1.40297097459552e-05,0.0358097665011883,6.77743244171143,18.9031429290772,848.26025390625,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555556109,North America,SLB,100k,United States of America_555556109_control,272.7724609375,13,13,7,2200.80615234375,29.3765525817871,0,0.0507398210465908,5.32248163223267,22.3358097076416,809.205993652344,Arid,Deserts & Xeric Shrublands,HerbacousVeg
Slovakia_555552468,Europe,TMC,500k,Slovakia_555552468_control,855.244567871094,5,4,26,1488.1220703125,23.8208255767822,0,0.235294237732887,6.349609375,148.650848388672,2912.544921875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Georgia_555549412,Asia,TMB,500k,Georgia_555549412_control,942.668273925781,17,4,18,1928.57275390625,30.0837726593018,0.000141915210406296,0.324084788560867,7.25281858444214,106.39119720459,1398.46313476563,Cold,Temperate Broadleaf & Mixed Forests,HerbacousVeg
United States of America_555556110,North America,SLB,100k,United States of America_555556110_control,201.603744506836,13,13,7,1527.12219238281,33.5804481506348,0,0.175786674022675,7.96767663955689,23.2015590667725,944.170227050781,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555556111,North America,TMN,100k,United States of America_555556111_control,298.062744140625,23,5,18,2257.89965820313,28.6419105529785,0.000985103659331799,0.0626125782728195,7.81821060180664,39.2590179443359,2128.89599609375,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Mali_555556063,Africa,SMD,100k,Mali_555556063_control,612,8,7,3,372.284118652344,39.9139404296875,0.18070188164711,0.30519163608551,28.1245880126953,84.4599380493164,2810.716796875,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Shrubs
United States of America_555556112,North America,TMB,100k,United States of America_555556112_control,782.434936523438,17,5,18,2020.35815429688,26.7868709564209,0.0011270436225459,0.036404013633728,3.77669286727905,56.8879318237305,1768.92724609375,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Mali_555556064,Africa,SMD,100k,Mali_555556064_control,604.394226074219,8,7,3,445.018676757813,39.5284461975098,0.201315805315971,0.273654133081436,27.3647727966309,95.1433639526367,3091.00024414063,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",OpenForestOther
United States of America_555556113,North America,SLN,100k,United States of America_555556113_control,171.666717529297,19,13,7,2009.89477539063,31.6504039764404,0.00211247662082315,0.0191979669034481,8.83930015563965,20.8107013702393,948.180725097656,Arid,Deserts & Xeric Shrublands,Shrubs
Georgia_555549410,Asia,TMB,over_1000k,Georgia_555549410_control,236.468338012695,17,5,23,569.649658203125,27.0290088653564,9.54103416006546e-06,0.0564653500914574,-1.91476595401764,49.9412155151367,2530.849609375,Cold,Temperate Conifer Forests,ClosedForestDeciduousNeedle
United States of America_555556115,North America,SLB,100k,United States of America_555556115_control,427.461456298828,13,13,7,543.0234375,33.9251289367676,0.000532904348801822,0.094852052628994,11.6605195999146,21.4332008361816,1300.8583984375,Arid,Deserts & Xeric Shrublands,HerbacousVeg
Colombia_555555800,South America,THN,100k,Colombia_555555800_control,913.897827148437,24,2,2,423.988952636719,33.8725318908691,2.5052344199139e-07,0.264425754547119,25.0525875091553,239.359008789063,4779.17041015625,Tropical,Tropical & Subtropical Dry Broadleaf Forests,ClosedForestEvergreenBroad
United States of America_555556120,North America,SLB,100k,United States of America_555556120_control,195.363586425781,13,13,7,2102.62353515625,30.0832595825195,0,0.0582265146076679,5.42476177215576,23.3945808410645,1130.44665527344,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555556119,North America,TMB,100k,United States of America_555556119_control,273.100616455078,17,13,7,1611.16967773438,32.4324150085449,0.00356426788493991,0.0821751952171326,8.40457057952881,35.2792739868164,1291.57788085938,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555556117,North America,SLB,100k,United States of America_555556117_control,262.872741699219,13,5,7,1441.84289550781,31.6271724700928,0,0.0554878078401089,7.15022563934326,44.7322082519531,1943.92150878906,Arid,Temperate Conifer Forests,HerbacousVeg
United States of America_555556114,North America,TMB,100k,United States of America_555556114_control,530.299926757813,17,5,27,2274.921875,25.6232566833496,0.00549608841538429,0.0417959317564964,2.13807439804077,66.8398361206055,1963.18054199219,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555556158,North America,TMC,100k,United States of America_555556158_control,1023.60266113281,5,4,26,706.639770507813,27.213996887207,0,0.124424278736115,10.9836978912354,119.956886291504,3949.55737304688,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555556157,North America,SLB,100k,United States of America_555556157_control,208.963134765625,13,13,7,1908.28686523438,31.9473056793213,0,0.0186592545360327,9.40062713623047,21.2227573394775,877.039428710938,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555556161,North America,TMB,100k,United States of America_555556161_control,974.910949707031,17,4,14,731.171325683594,28.8733215332031,0,0.214572414755821,11.767767906189,91.2343139648438,4158.98046875,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555556163,North America,TMC,100k,United States of America_555556163_control,1121.982421875,5,4,26,1162.32116699219,26.6017608642578,0.00014442611427512,0.128322467207909,9.86528396606445,113.13077545166,4061.8740234375,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555556160,North America,TMB,100k,United States of America_555556160_control,974.910949707031,17,4,26,1021.27655029297,26.8900985717773,0,0.115958690643311,10.1507034301758,100.44165802002,4029.35498046875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555556165,North America,SLB,100k,United States of America_555556165_control,178.586303710938,13,13,7,2071.3369140625,31.0239887237549,0.0019957423210144,0.0256067253649235,7.93926095962524,24.901050567627,1145.04321289063,Arid,Deserts & Xeric Shrublands,Shrubs
United States of America_555556118,North America,TMB,100k,United States of America_555556118_control,530.198852539063,17,13,7,1606.95166015625,32.4921607971191,0.00224967999383807,0.0928968638181686,7.12724447250366,21.013692855835,1221.55578613281,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555556169,North America,SLB,100k,United States of America_555556169_control,208.963134765625,13,13,7,1938.34704589844,31.8555374145508,0.000181684372364543,0.0224712938070297,9.1976490020752,23.1031913757324,950.59228515625,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555556167,North America,TMD,100k,United States of America_555556167_control,239.190093994141,11,5,27,3014.86938476563,25.4511451721191,0.00347323785535991,0.071539580821991,2.66677165031433,53.5250778198242,2125.09130859375,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555557356,North America,TMC,100k,Canada_555557356_control,720.554321289063,5,4,26,111.376770019531,29.6277503967285,0,0.296523630619049,7.40646457672119,83.0177993774414,2869.05810546875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_555557363_A,North America,TMN,100k,Canada_555557363_A_control,196.971099853516,23,5,15,144.820159912109,18.2606449127197,4.4796620386478e-06,0.00103634293191135,8.3125810623169,125.683151245117,3112.14233398438,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555557382,North America,TMN,100k,Canada_555557382_control,240.147079467773,23,5,27,1383.75329589844,25.2061328887939,0.0250686723738909,0.0465430654585362,3.62301468849182,35.554370880127,2295.447265625,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555557366,North America,TMC,500k,Canada_555557366_control,175.285186767578,5,5,15,150.172149658203,17.7284851074219,1.65703440870857e-05,0.00282570789568126,7.23586463928223,304.221435546875,3088.923828125,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555557387,North America,TMB,100k,Canada_555557387_control,346.599212646484,17,8,7,568.293518066406,33.6197013854981,0,0.194135412573814,10.0556859970093,31.1435947418213,1383.09973144531,Arid,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
Canada_555557389,North America,TMN,100k,Canada_555557389_control,441.301391601563,23,5,9,502.844970703125,25.5044803619385,0.00176759727764875,0.0221013035625219,8.47903823852539,124.607139587402,3986.37329101563,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Colombia_555555696,South America,THN,500k,Colombia_555555696_control,1018.41015625,24,1,1,167.008041381836,29.5201568603516,0,0.113056093454361,25.9978752136231,276.374542236328,3622.84155273438,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Canada_555557715,North America,TMB,100k,Canada_555557715_control,332.687805175781,17,6,26,274.863006591797,27.0194110870361,0.000128901432617567,0.0083669563755393,1.40131759643555,46.8822059631348,2099.60864257812,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557735,North America,TMB,100k,Canada_555557735_control,408.061218261719,17,6,26,503.769317626953,25.4962902069092,0,0.0163336861878634,1.15128457546234,39.4807510375977,2066.60766601563,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557743,North America,SLB,100k,Canada_555557743_control,357.037567138672,13,6,27,453.125396728516,24.7573890686035,0.0186871755868196,8.53787059895694e-05,-1.18702673912048,46.3896751403809,1240.02111816406,Cold,Boreal Forests/Taiga,Shrubs
Canada_555557754,North America,TMB,100k,Canada_555557754_control,330.200103759766,17,6,26,471.183013916016,26.1228370666504,0.000944028666708618,0.00297818589024246,1.12093794345856,44.0308494567871,2274.9248046875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557385,North America,TMB,500k,Canada_555557385_control,338.190979003906,17,5,18,1067.51806640625,29.4817581176758,0.0151174552738667,0.0291382186114788,7.1693868637085,49.0647010803223,2672.84887695313,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555557712,North America,SLB,500k,Canada_555557712_control,352.553527832031,13,8,7,991.85009765625,29.7063102722168,0,0.072420634329319,4.54902935028076,29.1855373382568,1237.03186035156,Arid,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
Canada_555557759,North America,TMB,100k,Canada_555557759_control,418.853332519531,17,8,26,645.884094238281,23.9474830627441,7.5368006946519e-05,0.112296268343925,2.12046647071838,43.3274078369141,2513.54809570313,Cold,"Temperate Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
United States of America_555556166,North America,TLN,500k,United States of America_555556166_control,884.78466796875,22,12,8,1105.9609375,34.3636779785156,0.0134537098929286,0.268850743770599,15.0594491958618,23.3754997253418,2194.53857421875,Temperate,"Mediterranean Forests, Woodlands & Scrub",Shrubs
Canada_555557756,North America,TMB,100k,Canada_555557756_control,397.444091796875,17,6,26,354.67626953125,26.5723361968994,0.000310642499243841,0.0147569868713617,1.48596167564392,39.2959671020508,2177.42041015625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557776,North America,TMB,100k,Canada_555557776_control,451.672973632813,17,6,26,470.956573486328,25.8351516723633,0,0.0263941325247288,1.1630619764328,41.4445381164551,2401.646484375,Cold,Boreal Forests/Taiga,ClosedForestDeciduousBroad
Canada_555557777,North America,SMB,100k,Canada_555557777_control,338.202056884766,14,6,27,348.669952392578,22.3646545410156,0.00128070742357522,0,-2.41899633407593,35.3697738647461,1568.91870117188,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557773,North America,TMB,100k,Canada_555557773_control,348.32666015625,17,6,26,391.405120849609,25.1511993408203,0.0127618359401822,0.00019986396364402,0.218798741698265,40.4420623779297,1753.90478515625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557780,North America,TMB,100k,Canada_555557780_control,365.451782226563,17,6,26,464.919036865234,25.7677879333496,0,0.0209420807659626,0.80983167886734,48.1748695373535,2600.96704101563,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557746,North America,TMB,500k,Canada_555557746_control,252.020263671875,17,6,26,556.223327636719,24.7190475463867,0.00622658850625157,0.0162889491766691,1.4166077375412,39.5918502807617,2212.9462890625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557774,North America,TMB,100k,Canada_555557774_control,365.451782226563,17,6,26,476.531494140625,25.9756031036377,0.00650399224832654,0.021753340959549,1.11651873588562,46.5653343200684,2661.802734375,Cold,Boreal Forests/Taiga,ClosedForestDeciduousBroad
Myanmar_555547903,Asia,THN,over_1000k,Myanmar_555547903_control,235.245162963867,24,1,1,198.852005004883,30.6164646148682,5.75755075260531e-06,0.111886344850063,25.2076950073242,299.111450195313,4540.95654296875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Canada_555557788,North America,TMB,100k,Canada_555557788_control,388.652282714844,17,6,26,303.471710205078,27.4211292266846,0.00975964590907097,0,1.42581868171692,40.7689514160156,1860.85339355469,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557789,North America,TMB,100k,Canada_555557789_control,362.914611816406,17,6,26,329.4677734375,25.8578243255615,0.0370716750621796,0,0.52168869972229,42.0952415466309,1791.2841796875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557783,North America,TMB,100k,Canada_555557783_control,365.451782226563,17,6,26,268.858306884766,26.6931190490723,0,0,1.46454560756683,43.7038459777832,1467.03051757813,Cold,Boreal Forests/Taiga,HerbacousVeg
Canada_555557781,North America,TMB,100k,Canada_555557781_control,352.674194335938,17,6,27,365.192687988281,25.3688182830811,0.0283727180212736,0,-0.707510650157929,38.3010559082031,1568.79162597656,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557785,North America,TMB,100k,Canada_555557785_control,345.385467529297,17,6,26,304.069030761719,25.1435813903809,0,0.00246358383446932,0.629998326301575,49.074764251709,2008.53747558594,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557786,North America,TMB,100k,Canada_555557786_control,447.474639892578,17,6,27,723.805541992188,23.7372722625732,0,0.0242697950452566,0.328468650579453,50.9868049621582,2535.29736328125,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557787,North America,TMB,100k,Canada_555557787_control,336.088073730469,17,6,26,465.739532470703,24.7037296295166,0.00222098920494318,0.000923077168408781,1.62532913684845,44.8641128540039,2091.1357421875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555557791,North America,TMB,100k,Canada_555557791_control,332.687805175781,17,6,26,284.168518066406,26.1157875061035,0,0.046235054731369,0.95890748500824,48.6664047241211,1930.37878417969,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555558129,North America,TMC,100k,Canada_555558129_control,720.554321289063,5,4,26,106.102844238281,29.7093200683594,0,0.450538694858551,7.37201595306397,82.1497573852539,2949.595703125,Cold,Temperate Broadleaf & Mixed Forests,Cultivated
Canada_555557775,North America,SMB,500k,Canada_555557775_control,642.940307617188,14,6,27,486.197540283203,24.5142707824707,0.00598067231476307,0,-1.84640443325043,55.3999824523926,1338.810546875,Cold,Boreal Forests/Taiga,Shrubs
Canada_555557790,North America,TMB,100k,Canada_555557790_control,356.722106933594,17,6,27,444.853240966797,24.6068668365479,0.0237046126276255,0.000787461351137608,-0.296442627906799,41.6128387451172,1527.01037597656,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555558160,North America,SMC,100k,Canada_555558160_control,293.460754394531,2,4,26,29.2400856018066,23.2876491546631,0,0.169738113880157,6.62423515319824,114.627220153809,3194.71362304688,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Canada_555558159,North America,TMC,100k,Canada_555558159_control,341.885772705078,5,4,26,342.396881103516,25.9894943237305,0,0.013788053765893,3.72240877151489,101.404190063477,3247.83447265625,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_555558212,North America,TMB,100k,Canada_555558212_control,392.221405029297,17,6,26,635.891662597656,23.7800254821777,0,0,1.63981544971466,44.4574432373047,2220.08325195312,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555558214,North America,TMB,100k,Canada_555558214_control,451.672973632813,17,6,26,552.359008789063,24.9154300689697,0,0.0272641535848379,1.26739549636841,42.9294090270996,2495.14892578125,Cold,Boreal Forests/Taiga,ClosedForestDeciduousBroad
Canada_555558213,North America,TMB,100k,Canada_555558213_control,365.451751708984,17,6,26,273.154113769531,27.4075813293457,3.80927258447628e-06,0.00207134615629911,1.57071101665497,41.5044326782227,2191.61694335937,Cold,Boreal Forests/Taiga,ClosedForestDeciduousBroad
Canada_555558217,North America,TMB,100k,Canada_555558217_control,330.382202148438,17,6,27,304.042144775391,25.6905708312988,0.0032969054300338,0.00100730021949857,-0.394871771335602,39.0163345336914,1989.31555175781,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555558218,North America,TMB,100k,Canada_555558218_control,447.474639892578,17,6,27,760.06005859375,23.6821727752686,0.000112008397991303,0.0241717360913754,0.180625319480896,54.2710304260254,2111.8662109375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555558219,North America,TMB,100k,Canada_555558219_control,451.672973632813,17,6,26,575.520629882813,24.75,0,0.0215074326843023,1.1178537607193,43.1419448852539,2102.2607421875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Argentina_555558355,South America,SLN,100k,Argentina_555558355_control,61.8753623962402,19,8,5,244.04167175293,21.9246253967285,0,0.113273337483406,8.05481433868408,26.624174118042,1232.58850097656,Arid,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
Canada_555558220,North America,TMB,100k,Canada_555558220_control,365.451782226563,17,8,26,407.836181640625,26.387845993042,0.0286092273890972,0.0398121066391468,1.35794699192047,44.54150390625,2566.05395507813,Cold,"Temperate Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
Canada_555558221,North America,TMB,100k,Canada_555558221_control,394.350219726563,17,6,26,288.227416992188,27.1925830841064,0.000184908509254456,0.0208197366446257,1.75745069980621,40.3017883300781,1939.45947265625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
France_555559745,Europe,SMB,100k,France_555559745_control,1319.61657714844,14,4,15,114.413795471191,27.6751480102539,0,0.463889807462692,11.5966892242432,59.2916793823242,3662.27099609375,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_555558222,North America,TMB,100k,Canada_555558222_control,334.870422363281,17,6,26,495.337799072266,25.1536750793457,0.0156786125153303,0.0389368869364262,2.01975703239441,46.4841232299805,2234.20068359375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555558224,North America,TMB,100k,Canada_555558224_control,365.451782226563,17,6,26,379.547271728516,26.480152130127,0,0.0213566869497299,1.21264123916626,45.4387702941895,2458.84790039063,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555558223,North America,TMB,100k,Canada_555558223_control,365.451782226563,17,6,26,276.659729003906,27.3461933135986,0,0,1.64783680438995,41.824878692627,2652.291015625,Cold,Boreal Forests/Taiga,ClosedForestDeciduousBroad
Norway_555560040,Europe,TMN,100k,Norway_555560040_control,520.265625,23,6,26,211.961380004883,26.5292148590088,0,0.392379879951477,5.94599485397339,76.825439453125,2864.24877929688,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555560043,Europe,TMN,100k,Sweden_555560043_control,520.265625,23,4,26,139.500152587891,26.7960720062256,0,0.142291009426117,6.40463066101074,68.4575271606445,2735.66357421875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Slovakia_555559988,Europe,TMB,100k,Slovakia_555559988_control,1354.33666992188,17,4,26,301.122131347656,29.0312347412109,0,0.435914278030396,10.3975114822388,50.6736793518066,3573.0703125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Estonia_555559017,Europe,TMC,100k,Estonia_555559017_control,591.551696777344,5,4,26,131.264770507813,27.1075611114502,0,0.194590106606483,6.37994050979614,59.3059577941895,2983.27758789063,Cold,Temperate Broadleaf & Mixed Forests,Cultivated
Norway_555560048,Europe,TLC,100k,Norway_555560048_control,228.787536621094,4,6,26,365.473449707031,25.826286315918,0,0.509761571884155,3.9944064617157,57.8469352722168,1866.36413574219,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560046,Europe,TMB,100k,Norway_555560046_control,267.819244384766,5,6,27,633.13671875,23.9294757843018,0,0.313658237457275,3.23726987838745,90.3362197875977,1965.64477539063,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560042,Europe,TMC,100k,Norway_555560042_control,520.265625,5,6,26,175.347045898438,26.5639896392822,0,0.421469062566757,6.45796823501587,88.5262908935547,2023.67150878906,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560044,Europe,TMB,100k,Norway_555560044_control,219.197250366211,17,11,27,924.177795410156,21.6248874664307,0,0.233538463711739,0.648135364055634,96.5322570800781,1350.39770507813,Cold,Tundra,ClosedForestEvergreenNeedle
Norway_555560052,Europe,TMC,100k,Norway_555560052_control,437.800018310547,5,11,26,368.433837890625,20.9412136077881,0,0.36614978313446,6.2979998588562,287.862731933594,2796.42456054688,Cold,Tundra,HerbacousVeg
Norway_555560065,Europe,TMC,100k,Norway_555560065_control,224.360870361328,5,6,26,266.826751708984,26.0873012542725,0,0.270019382238388,4.8299503326416,65.9309616088867,2665.1083984375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560050,Europe,TMC,100k,Norway_555560050_control,515.387390136719,5,6,27,625.151611328125,22.234748840332,0,0.0571158304810524,4.27170562744141,130.770431518555,1547.47058105469,Cold,Boreal Forests/Taiga,OpenForestOther
Norway_555560060,Europe,TMC,100k,Norway_555560060_control,224.360870361328,5,6,27,344.594940185547,25.2785453796387,0,0.242933019995689,4.14896249771118,72.5151290893555,2492.31616210938,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560068,Europe,TMC,100k,Norway_555560068_control,520.265625,5,6,26,173.530166625977,26.6160278320313,0,0.485804378986359,6.48186302185059,89.0937728881836,2605.43359375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560069,Europe,TMC,100k,Norway_555560069_control,299.499938964844,5,6,27,584.516662597656,23.7093238830566,0,0.263014167547226,3.65883588790894,99.2387390136719,2436.22509765625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555558216,North America,SLB,500k,Canada_555558216_control,450.46533203125,13,8,26,805.60400390625,27.1343460083008,0,0.223176017403603,3.10953450202942,33.1684532165527,1477.88757324219,Cold,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
France_555561874,Europe,SMB,100k,France_555561874_control,1319.61657714844,14,4,15,124.010650634766,27.6165046691895,0,0.401113986968994,11.5000762939453,60.5967559814453,4024.11279296875,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Norway_555560075,Europe,TMC,100k,Norway_555560075_control,508.605560302734,5,6,26,68.6046752929688,27.1582775115967,0,0.527578711509705,7.29171562194824,84.9446258544922,2862.45288085938,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560078,Europe,TMC,100k,Norway_555560078_control,712.935180664063,5,6,26,293.876586914063,24.4902210235596,0,0.122595772147179,6.37268257141113,158.284057617188,2193.49951171875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560072,Europe,TMC,100k,Norway_555560072_control,520.701538085938,5,6,26,352.959686279297,26.0041885375977,0,0.387330204248428,5.3401665687561,74.5228424072266,2834.09130859375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560077,Europe,TMC,100k,Norway_555560077_control,515.444885253906,5,6,26,386.190338134766,24.8400745391846,0,0.134505152702332,5.72005605697632,104.691528320313,2341.33178710938,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Norway_555560070,Europe,TMC,100k,Norway_555560070_control,299.499938964844,5,6,27,512.420654296875,24.2880802154541,0,0.188289418816566,3.81300330162048,88.8532943725586,2325.5419921875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
France_555561942,Europe,TMN,100k,France_555561942_control,1686.24853515625,23,4,15,234.334045410156,28.1663379669189,0,0.53772646188736,11.1619968414307,61.9426040649414,3314.8134765625,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Italy_555561876,Europe,TMN,100k,Italy_555561876_control,992.0654296875,23,12,9,820.723510742188,27.8092975616455,0,0.300627648830414,10.9436006546021,83.5978775024414,2874.26489257813,Temperate,"Mediterranean Forests, Woodlands & Scrub",ClosedForestOther
France_555561959,Europe,SMN,100k,France_555561959_control,1552.43725585938,20,4,15,584.610473632813,26.4984283447266,0,0.449294179677963,10.6066007614136,67.3131484985352,4794.419921875,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
France_555561976,Europe,SMB,100k,France_555561976_control,1319.61657714844,14,4,15,117.99201965332,28.0985374450684,0,0.446096479892731,11.9846506118774,61.2666778564453,4346.33251953125,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
France_555561979,Europe,SMB,100k,France_555561979_control,1319.61657714844,14,4,15,110.228546142578,27.6117324829102,0,0.638793051242828,11.628342628479,59.8478546142578,3367.30541992188,Temperate,Temperate Broadleaf & Mixed Forests,Urban
France_555561873,Europe,TMC,100k,France_555561873_control,1179.61499023438,5,5,26,1543.3134765625,22.7899856567383,0,0.405685096979141,6.28855085372925,150.695724487305,2712.54370117188,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
France_555561897,Europe,TMB,100k,France_555561897_control,1695.66931152344,17,5,26,1597.67199707031,20.2968139648438,0.00181817030534148,0.350710868835449,4.78973722457886,129.909301757813,2666.65161132813,Cold,Temperate Conifer Forests,HerbacousVeg
France_555561990,Europe,TMN,100k,France_555561990_control,1358.32934570313,23,4,15,1065.25671386719,25.6390476226807,0,0.37326380610466,8.52456951141357,86.8731460571289,3728.0302734375,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
