control_for,Continent,functional_biome,control_within_dist,unique_id,nitrogen_depo,functional_biome_num,olson_biome_num,climatic_region_num,elevation,MaxTemp,BurnedAreaMean,human_modification,MAT,MAP,EVI,climatic_region,olson_biome,land_cover
France_555562001,Europe,SMD,100k,France_555562001_control,1485.900390625,8,4,15,230.036361694336,27.8234405517578,0,0.198113426566124,11.2817039489746,70.4095993041992,4216.8564453125,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Sweden_555562475,Europe,TMN,100k,Sweden_555562475_control,719.705322265625,23,4,26,112.360717773438,24.671293258667,0,0.351424008607864,7.63934373855591,79.1459197998047,2960.13500976563,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Estonia_555562310,Europe,TMC,100k,Estonia_555562310_control,584.485229492188,5,4,26,38.519588470459,24.5354461669922,0,0.136220037937164,6.5371618270874,49.107666015625,2876.37866210938,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Estonia_555562176,Europe,TMC,100k,Estonia_555562176_control,591.551696777344,5,4,26,108.56778717041,27.105447769165,0,0.117836035788059,6.22930717468262,57.5488967895508,2970.03930664063,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Estonia_555562343,Europe,TMC,100k,Estonia_555562343_control,591.551696777344,5,4,26,112.732086181641,27.1544017791748,7.25602585589513e-05,0.227756053209305,6.54961204528809,57.3455352783203,3053.6611328125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Norway_555560062,Europe,TMB,100k,Norway_555560062_control,228.787521362305,17,11,27,952.929443359375,21.5025787353516,0,0.134752720594406,0.532238245010376,93.989128112793,1381.30798339844,Cold,Tundra,HerbacousVeg
Sweden_555562425,Europe,TMC,100k,Sweden_555562425_control,245.542953491211,5,6,27,536.4384765625,23.4673976898193,0,0.0377708785235882,2.92397427558899,68.8735961914063,2446.54858398438,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562458,Europe,TMC,100k,Sweden_555562458_control,310.383544921875,5,6,27,232.862991333008,24.7822341918945,0,0.0725621655583382,3.41793394088745,53.8193359375,2400.90991210938,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562424,Europe,TMC,100k,Sweden_555562424_control,249.697021484375,5,6,27,193.885177612305,25.0203151702881,0,0.057769101113081,3.61031365394592,54.0043144226074,788.7158203125,Cold,Boreal Forests/Taiga,Water
Sweden_555562440,Europe,TMC,100k,Sweden_555562440_control,303.100036621094,5,6,27,397.182281494141,24.394229888916,0,0.0577988922595978,3.70166754722595,64.1655426025391,2161.19653320313,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562478,Europe,TMC,100k,Sweden_555562478_control,469.3291015625,5,6,26,259.223510742188,26.1879863739014,0,0.134447827935219,5.43885850906372,72.8371200561524,2920.71484375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562486,Europe,TMB,100k,Sweden_555562486_control,149.194000244141,17,6,27,374.932098388672,22.622184753418,0,0.115292444825172,1.49032664299011,87.3883972167969,2084.060546875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562484,Europe,TMC,100k,Sweden_555562484_control,329.756042480469,5,6,26,120.251800537109,22.4279727935791,0,0.330618530511856,4.80492973327637,62.6935958862305,2694.96997070313,Cold,Boreal Forests/Taiga,ClosedForestMixed
Sweden_555562497,Europe,TMB,100k,Sweden_555562497_control,149.194000244141,17,6,27,281.271697998047,23.1456432342529,0,0.122552014887333,1.95821118354797,80.6706314086914,2229.80346679688,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562494,Europe,TMC,100k,Sweden_555562494_control,303.100036621094,5,6,26,213.588714599609,25.7043285369873,0,0.182738393545151,4.85284328460693,52.7287368774414,2617.0478515625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562495,Europe,TMB,100k,Sweden_555562495_control,233.676773071289,17,6,27,404.494049072266,22.8901233673096,0,0.0679398030042648,3.0582013130188,60.3094787597656,2615.65356445313,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562633,Europe,TMN,100k,Sweden_555562633_control,687.2607421875,23,4,26,180.814971923828,26.1632328033447,0,0.558337688446045,7.33402395248413,73.9481582641602,2858.25415039063,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Sweden_555562554,Europe,TMC,100k,Sweden_555562554_control,337.111938476563,5,6,26,266.445129394531,26.0442295074463,0,0.119909271597862,5.3302755355835,64.4431686401367,2583.4072265625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562506,Europe,TMC,100k,Sweden_555562506_control,318.415252685547,5,6,27,341.955383300781,25.5917892456055,0,0.0920897051692009,4.71205615997315,76.5972061157227,2517.31982421875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562551,Europe,TMB,100k,Sweden_555562551_control,233.135589599609,17,6,27,419.252990722656,22.9676074981689,0,0.035553615540266,3.01787662506104,66.4414291381836,2422.42309570313,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562653,Europe,TMN,100k,Sweden_555562653_control,520.265625,23,6,26,56.1011238098145,26.3524761199951,0,0.571663856506348,7.49651479721069,81.2413558959961,2550.06176757813,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Germany_555558886,Europe,TMN,1000k,Germany_555558886_control,762.678771972656,23,4,26,164.506072998047,26.4419288635254,0,0.274455219507217,7.3565354347229,51.8254013061524,2914.91333007813,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Sweden_555562589,Europe,TMC,100k,Sweden_555562589_control,249.697021484375,5,6,27,229.755996704102,24.3288497924805,0,0.0714909434318543,3.65831255912781,52.9503135681152,2370.14111328125,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562587,Europe,TMC,100k,Sweden_555562587_control,469.329071044922,5,6,26,182.643341064453,26.354133605957,0,0.28911891579628,5.88725805282593,73.5766372680664,2834.73754882813,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562702,Europe,TMC,100k,Sweden_555562702_control,453.639221191406,5,4,26,28.3395347595215,24.7896976470947,0,0.205907434225082,6.64818048477173,51.2068748474121,3074.06298828125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Sweden_555562654,Europe,TMN,100k,Sweden_555562654_control,939.559814453125,23,4,26,143.778335571289,25.8500003814697,0,0.399275094270706,7.44667148590088,52.1745300292969,2944.91845703125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Germany_555561950,Europe,TMC,500k,Germany_555561950_control,1416.29577636719,5,5,9,706.444274902344,28.0134925842285,0,0.411547362804413,11.5146722793579,81.5410461425781,3416.39721679688,Temperate,Temperate Conifer Forests,ClosedForestDeciduousBroad
Sweden_555562523,Europe,TMC,100k,Sweden_555562523_control,233.676788330078,5,6,27,357.487274169922,23.90696144104,0,0.0556324012577534,3.2061460018158,59.0986137390137,2333.55346679688,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562640,Europe,TMC,100k,Sweden_555562640_control,316.597747802734,5,6,27,133.229248046875,25.2121200561523,0,0.0800786241889,3.77957224845886,56.7575988769531,2248.68603515625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Sweden_555562663,Europe,TMC,100k,Sweden_555562663_control,468.546234130859,5,4,26,39.9978981018066,23.7078037261963,0,0.364490270614624,6.80996322631836,51.4909515380859,2801.4775390625,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Sweden_555562570,Europe,TMC,100k,Sweden_555562570_control,308.048095703125,5,6,26,93.5500411987305,27.7210674285889,0,0.304031699895859,6.06201648712158,70.2477416992188,1839.35620117188,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
New Zealand_555564381,Oceania,SHN,100k,New Zealand_555564381_control,398.291778564453,21,4,15,23.5526256561279,25.1520175933838,0,0.310551047325134,14.827467918396,95.228271484375,5449.12939453125,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
New Zealand_555565493,Oceania,SMN,100k,New Zealand_555565493_control,193.962478637695,20,8,15,328.829803466797,23.0816078186035,0,0.15293562412262,9.48074340820312,55.1680793762207,3561.86083984375,Temperate,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
New Zealand_555564342,Oceania,TMN,100k,New Zealand_555564342_control,240.612777709961,24,4,15,519.742431640625,23.8496131896973,0,0.133639842271805,11.8127002716064,120.106834411621,4202.3935546875,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
New Zealand_555565827,Oceania,SMN,100k,New Zealand_555565827_control,308.658386230469,20,8,15,499.407592773438,22.8114719390869,0,0.16652774810791,8.75911712646484,78.6981964111328,4551.18212890625,Temperate,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
New Zealand_555564372,Oceania,THN,100k,New Zealand_555564372_control,344.982208251953,24,4,15,286.253814697266,24.3571872711182,0,0.19882045686245,13.2462387084961,91.6355361938477,4954.3212890625,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
New Zealand_555564950,Oceania,SMN,100k,New Zealand_555564950_control,273.816772460938,20,8,15,186.889572143555,24.1794853210449,0,0.198130369186401,11.9354572296143,65.3907318115234,3567.912109375,Temperate,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
New Zealand_555566858,Oceania,TMN,100k,New Zealand_555566858_control,248.46989440918,23,10,15,344.475952148438,22.1984081268311,0,0.182106077671051,8.94557762145996,111.055313110352,5688.25048828125,Temperate,Montane Grasslands & Shrublands,HerbacousVeg
New Zealand_555565714,Oceania,THN,100k,New Zealand_555565714_control,106.79305267334,24,4,15,23.6619434356689,24.1058006286621,0,0.2944056391716,15.9194526672363,108.267944335938,5262.1630859375,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Sweden_555562723,Europe,TMC,100k,Sweden_555562723_control,469.3291015625,5,6,26,289.731262207031,25.8889236450195,0,0.145664602518082,5.2273759841919,71.4271545410156,2497.23876953125,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555566957,North America,TMC,100k,Canada_555566957_control,236.022338867188,5,5,26,920.256408691406,23.4375591278076,0,0.016199579462409,4.12820768356323,69.3881530761719,2377.3701171875,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555566959,North America,TMN,100k,Canada_555566959_control,240.484390258789,23,5,27,1378.14001464844,23.4268665313721,0,0.0358803309500217,2.31650853157043,42.7722244262695,2268.1796875,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
New Zealand_555564524,Oceania,SMN,500k,New Zealand_555564524_control,326.967041015625,20,4,15,126.667449951172,23.2634716033936,0,0.359564065933228,13.869345664978,133.40934753418,5847.2666015625,Temperate,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Canada_555566948,North America,TLC,500k,Canada_555566948_control,235.946548461914,4,5,26,1339.82458496094,23.8602828979492,0.0119976764544845,0.156734466552734,4.3935022354126,59.2102127075195,2384.68603515625,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Sweden_555562727,Europe,TMC,100k,Sweden_555562727_control,303.100036621094,5,6,27,268.883483886719,25.5169868469238,0,0.0591086931526661,4.4270486831665,61.04248046875,2713.51318359375,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555566949,North America,TMC,100k,Canada_555566949_control,327.711059570313,5,5,26,729.375366210938,28.384708404541,0.00133388850372285,0.0281436461955309,7.4363808631897,40.9464836120605,912.228576660156,Cold,Temperate Conifer Forests,Water
United States of America_555565,North America,TMC,100k,United States of America_555565_control,895.350830078125,5,4,26,492.901519775391,27.3598327636719,0,0.137977659702301,8.39951610565186,105.667045593262,3639.4208984375,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_555566972,North America,TLB,100k,Canada_555566972_control,176.190933227539,16,5,27,1112.095703125,23.267915725708,0.000940853555221111,0.268333107233048,3.55977964401245,39.6503601074219,1775.91687011719,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555566969,North America,TLB,100k,Canada_555566969_control,176.190948486328,16,5,19,1131.36999511719,23.0190677642822,0.00214925734326243,0.0956544280052185,3.32031679153442,42.5691032409668,2084.97119140625,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555566973,North America,TMN,100k,Canada_555566973_control,202.904693603516,23,5,26,821.798217773438,24.7620468139648,0.00214691879227757,0.0730381682515144,4.70296955108643,31.6988639831543,2493.73803710938,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555567093,North America,TMC,100k,Canada_555567093_control,270.223846435547,5,6,26,300.295318603516,26.3782215118408,0,0.0018423063447699,1.72535467147827,61.588264465332,2518.59887695313,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555567089,North America,TMC,100k,Canada_555567089_control,546.298828125,5,4,26,270.394897460938,27.1392517089844,0,0.110405117273331,5.02829599380493,88.1740493774414,3014.34423828125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_555567095,North America,TMC,100k,Canada_555567095_control,668.569213867188,5,4,26,283.035186767578,28.1515121459961,0,0.0612007230520248,5.96578502655029,80.2295608520508,3540.04052734375,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_555558131,North America,TMB,1000k,Canada_555558131_control,810.763732910156,17,4,26,490.839263916016,27.7842311859131,0,0.227781519293785,5.52741479873657,72.521354675293,2769.5703125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
eSwatini_555566984,Africa,THD,100k,eSwatini_555566984_control,310.719604492188,12,1,6,53.5273933410645,33.1571731567383,0.127052024006844,0.104650497436523,23.0316562652588,49.4978561401367,3187.44775390625,Arid,Tropical & Subtropical Moist Broadleaf Forests,OpenForestOther
Canada_555567100,North America,SMB,100k,Canada_555567100_control,92.0185012817383,14,6,27,618.568664550781,18.6000442504883,0,1.71923522884754e-06,-3.33327460289001,108.046073913574,1156.02038574219,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555567103,North America,SMB,100k,Canada_555567103_control,151.509735107422,14,6,27,550.024963378906,20.8710880279541,0.00106494640931487,0,-1.65440893173218,86.2962341308594,1407.15576171875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555566946,North America,TMN,500k,Canada_555566946_control,129.90803527832,23,5,27,1053.76989746094,22.63671875,0,0.0220632627606392,0.478110551834106,49.7783889770508,2252.068359375,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555559,North America,TMC,500k,United States of America_555559_control,773.484802246094,5,4,26,355.218048095703,26.7399425506592,0,0.148451343178749,5.89522981643677,85.6456909179688,3055.38891601563,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_555567105,North America,TMC,100k,Canada_555567105_control,289.954223632813,5,6,26,304.960327148438,24.257682800293,0,0.00286678760312498,1.55237185955048,89.0410232543945,2741.86206054688,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_555567109,North America,TMC,100k,Canada_555567109_control,546.298828125,5,4,26,203.607986450195,26.8997611999512,0,0.202913895249367,5.13148403167725,84.6089248657227,3177.06640625,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_555567110,North America,TMC,100k,Canada_555567110_control,464.042907714844,5,4,26,304.475433349609,26.0350933074951,0,0.0458000563085079,3.75194191932678,77.7585830688477,2578.59057617188,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_555566964,North America,TLN,500k,Canada_555566964_control,202.904693603516,22,5,27,1149.72827148438,22.8148517608643,0.00422226032242179,0.0200911518186331,3.35462760925293,34.9088935852051,2015.50598144531,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555567118,North America,TMC,100k,Canada_555567118_control,450.41015625,5,4,26,331.002410888672,26.006950378418,0,0.0403731800615788,3.78959155082703,78.1239395141602,2666.47631835938,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Germany_555560847,Europe,TMN,1000k,Germany_555560847_control,708.973205566406,23,4,26,177.125701904297,25.9508037567139,0,0.305906355381012,7.11242437362671,78.99267578125,2764.11157226563,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
